,created_at,user_id,username,tweet,english
399,2021-02-13 13:38:57 SE Asia Standard Time,293943436,nyangrossvalin,"@recehtapisayng Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/q0RKq8QDSX","@recehtapisayng Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/q0RKq8QDSX"
400,2021-02-13 13:34:07 SE Asia Standard Time,1290651981741281281,unbanome08,AKUN 1 @ometvgdrive HARI INI OPEN 3 SLOT SAJA UNTUK BUKA BANNED(BLOKIR)+BANTU LOGIN+ TIPS BIAR DAPAT CEWEK MINAT? WA AJA 082192917032  HARGA 20K DIPAKE SEPUASNYA BOS. TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv  #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome  https://t.co/dEPvXtHO1S,ACCOUNTS 1 @ometvgdrive TODAY ONLY OPEN 3 SLOT TO OPEN BANNED (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? PRICE 082192917032 WA AJA using that as much BOS 20K. TRANSACTIONS VIA PULSE TELKOMSEL / OVO / ATM #ometv #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome https://t.co/dEPvXtHO1S
401,2021-02-13 13:33:16 SE Asia Standard Time,1353056426462089220,unbaome15,AKUN 1 @ometvgdrive HARI INI OPEN 3 SLOT SAJA UNTUK BUKA BANNED(BLOKIR)+BANTU LOGIN+ TIPS BIAR DAPAT CEWEK MINAT? WA AJA 082192917032  HARGA 20K DIPAKE SEPUASNYA BOS. TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv  #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome  https://t.co/jIKPIx8lz6,ACCOUNTS 1 @ometvgdrive TODAY ONLY OPEN 3 SLOT TO OPEN BANNED (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? PRICE 082192917032 WA AJA using that as much BOS 20K. TRANSACTIONS VIA PULSE TELKOMSEL / OVO / ATM #ometv #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome https://t.co/jIKPIx8lz6
402,2021-02-13 13:33:06 SE Asia Standard Time,1353914524919767041,unbanome,AKUN 1  @ometvgdrive PROMO TERBATAS UNTUK HARI INI  HARGA 20K SUDAH DAPAT BUKA BANNED(BLOKIR)+BANTU LOGIN+TIPS BIAR DAPAT CEWEK MINAT? WA : 082192917032  TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv  #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka  https://t.co/jQ9C16ONuN,ACCOUNTS 1 @ometvgdrive LIMITED PROMO PRICE FOR TODAY IS ABLE TO OPEN BANNED 20K (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? WA: 082192917032 TRANSACTION VIA PULS TELKOMSEL / OVO / ATM #ometv #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka https://t.co/jQ9C16ONuN
403,2021-02-13 13:32:57 SE Asia Standard Time,293943436,nyangrossvalin,"@FiersaBesari Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/74OsN5veve","@FiersaBesari Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/74OsN5veve"
404,2021-02-13 13:32:56 SE Asia Standard Time,1353914965011271680,unbannedome1,AKUN 1 @ometvgdrive BAYAR SEKALI DIPAKAI SELAMANYA! HARGA 20K HARI INI BUKA 3 SLOT SAJA UNTUK BUKA BANNED(BLOKIR)+BANTU LOGIN+ TIPS BIAR DAPAT CEWEK MINAT? WA:082192917032  TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv #chatruletka #chatalternative #chatalternative #unbannedometv  https://t.co/YZDRnrEEHc,1 @ometvgdrive PAY ACCOUNTS USED ONCE FOREVER! 20K PRICE TODAY ONLY OPEN 3 SLOT TO OPEN BANNED (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? WA: 082192917032 TRANSACTION VIA PULS TELKOMSEL / OVO / ATM #ometv #chatruletka #chatalternative #chatalternative #unbannedometv https://t.co/YZDRnrEEHc
405,2021-02-13 13:31:32 SE Asia Standard Time,293943436,nyangrossvalin,"@angewwie Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/G7BoV6kKs4","@angewwie Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/G7BoV6kKs4"
406,2021-02-13 13:30:26 SE Asia Standard Time,1353140761521311744,unbanome16,AKUN 1  @ometvgdrive PROMO TERBATAS UNTUK HARI INI  HARGA 20K SUDAH DAPAT BUKA BANNED(BLOKIR)+BANTU LOGIN+TIPS BIAR DAPAT CEWEK MINAT? WA : 082192917032  TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv  #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka  https://t.co/OiL8Upm8YK,ACCOUNTS 1 @ometvgdrive LIMITED PROMO PRICE FOR TODAY IS ABLE TO OPEN BANNED 20K (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? WA: 082192917032 TRANSACTION VIA PULS TELKOMSEL / OVO / ATM #ometv #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka https://t.co/OiL8Upm8YK
407,2021-02-13 12:26:15 SE Asia Standard Time,1338784238938673155,bitalopee,"Gw beli kouta di Telkomsel lagi ada kayak promo gitu namanya 4G ceria harga 10rb dah dapet 2,5 GB gila aja lo gw gak tertarik 7 HARI LAGI ya emang buat kalobener bener mendadak  https://t.co/3VtHW8CJMm",Gw buy quota in Telkomsel again there are kayaks promo 4G his name so cheerful prices dapet 2.5 GB 10K dah crazy lo gw aja not interested 7 DAYS yes weve made a sudden Ko kalobener https://t.co/3VtHW8CJMm
408,2021-02-13 11:58:11 SE Asia Standard Time,1299879815022088195,czxtrem,"@Telkomsel  setan, anjg jaringan ampas naik turun ping kek babi, harga nya aja mahal ajg, kasih aja woy frekuensi lu ke swasta, gk guna lu ajg","@Telkomsel devil, anjg pulp tissue up and down ping kek pig, its course expensive price ajg, love aja lu Woy frequencies to private, for lu gk ajg"
409,2021-02-13 11:01:13 SE Asia Standard Time,2875887523,peterkrn_,"@bicaraboxoffice iya sih, jadi bs 8 kali harga disney+ yg 20 rebuan (160k) buat pengguna telkomsel ya wkwk. tp disney+ kan library nya dikit, klo hbo max gilaa sihh library nya sampe film chaplin 1920s aja ada wkwk.","@bicaraboxoffice hell yes, so bs 8 times the price of which 20 rebuan disney + (160k) for users of Telkomsel ya wkwk. disney + tp his right little library, hbo Klo max gilaa sihh its library until the 1920s chaplin movie there wkwk aja."
410,2021-02-13 10:28:24 SE Asia Standard Time,1258765600429502464,seenayan,cari diskon pulsa atau promo kuota murah? yuk bayar 80 - 88% dari nominal atau harga aplikasi!  khusus provider telkomsel sama indosat ya!  #zonauang #zonaba #zonabu t. shopee tokopedia ovo gopay dana blibli lazada,find discounts or promos quotas's pulse? yuk pay 80-88% of the nominal price of the app! Telkomsel same specialty provider Indosat yes! #zonauang #zonaba #zonabu t. shopee Tokopedia ovo gopay Blibli funds lazada
411,2021-02-13 10:03:08 SE Asia Standard Time,1253316031080042497,hijeyhere,❗Price List Kuota Telkomsel dan Indosat❗   update harga!!  *untuk tsel cek nomor dulu yaa. harga bisa lebih murah/lebih mahal dari price list.   fastrespon klik wa kuota tsel kuota isat #zonaba #zonauang  https://t.co/HKE32x3Ffa,❗Price List Quota Telkomsel and Indosat❗ updated prices !! * To TSEL check first number yaa. the price could be cheaper / more expensive than the price list. fastrespon click wa quota quota TSEL isat #zonaba #zonauang https://t.co/HKE32x3Ffa
412,2021-02-13 08:06:26 SE Asia Standard Time,1267147855728242689,ctofficialstore,PAKET KUOTA TELKOMSEL HARGA TERJANGKAU. DM UNTUK PRICELIST!,QUOTAS PACKAGE TELKOMSEL AFFORDABLE PRICE. DM FOR pricelist!
413,2021-02-13 07:53:09 SE Asia Standard Time,293943436,nyangrossvalin,"@FiersaBesari Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/HRTQyvcLd3","@FiersaBesari Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/HRTQyvcLd3"
414,2021-02-13 07:17:31 SE Asia Standard Time,293943436,nyangrossvalin,"@dsuperboy Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/aFMNG36bY6","@dsuperboy Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/aFMNG36bY6"
415,2021-02-13 07:13:56 SE Asia Standard Time,293943436,nyangrossvalin,"@recehtapisayng Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/dlqpJGdTS7","@recehtapisayng Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/dlqpJGdTS7"
416,2021-02-13 07:04:22 SE Asia Standard Time,2378183341,rindasariii,"@Retnorwd Don't worry be happy, No 😌 Telkomsel mempermudah hubungan lo. Tapi awas aja naik lagi harga paketnya @Telkomsel 😤😤😤 udah dibantu saya sama temen saya larisin paketnya nih 😤 (maaf ya No jd curhat terselubung)  https://t.co/bkq4i0wlAT","@Retnorwd Do not worry be happy, No lo 😌 Telkomsel facilitate contacts. But watch aja rose again the price of the package @Telkomsel 😤😤😤've helped me at my friend larisin package nih 😤 (sorry yes No. vent veiled jd) https://t.co/bkq4i0wlAT"
417,2021-02-13 06:56:36 SE Asia Standard Time,293943436,nyangrossvalin,"@ntsana_ Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/IeJo71BhhP","@ntsana_ Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/IeJo71BhhP"
418,2021-02-13 06:54:18 SE Asia Standard Time,293943436,nyangrossvalin,"@fvckfeell Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/Mdl2S6zQxU","@fvckfeell Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/Mdl2S6zQxU"
419,2021-02-13 06:53:30 SE Asia Standard Time,293943436,nyangrossvalin,"@AnakMamaaPapaa Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/kUHNiDm4mb","@AnakMamaaPapaa Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/kUHNiDm4mb"
420,2021-02-13 06:53:03 SE Asia Standard Time,293943436,nyangrossvalin,"@andihiyat Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/rnEQRH0jKb","@andihiyat Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/rnEQRH0jKb"
421,2021-02-13 06:50:21 SE Asia Standard Time,293943436,nyangrossvalin,"@kegblgnunfaedh Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/4jyFMv413N","@kegblgnunfaedh Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/4jyFMv413N"
422,2021-02-13 06:47:15 SE Asia Standard Time,293943436,nyangrossvalin,"@faizaufi Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/SdX7eIbms6","@faizaufi Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/SdX7eIbms6"
423,2021-02-13 05:47:08 SE Asia Standard Time,964424488816291840,cak_cink,"@MenjengAnget @Telkomsel @e100ss Namanya telkomsel harga selangit tapi SINYAL ANCURR, padahal di tengah kota besar, petunjuknya selalu refresh jaringan gitu trs, percuma sinyal tetep hoax n kalah sm jaringan kartu laen yg murah2, ya jwbannya gitu2 aja, kita hrs muali b'pikir tinggalinin telkomsel","@MenjengAnget @Telkomsel @ e100ss His name telkomsel exorbitant prices but SIGNAL ANCURR, whereas in the middle of a big city, the instructions are always refresh the network so trs useless hoax tetep signal sm n lost laen card network which murah2, yes jwbannya gitu2 wrote, we hrs halted b ' think tinggalinin telkomsel"
424,2021-02-13 00:32:35 SE Asia Standard Time,262657093,shenybin,Haddddaaah kenapa sih semaleman ini lemot? @Telkomsel padahal harga paketnya udah mahal banget Udah max masih lemot aja nih?,Haddddaaah why the hell this semaleman slow? @Telkomsel whereas the package price is already very expensive Already max still slow aja nih?
425,2021-02-13 00:10:31 SE Asia Standard Time,202477124,parkdguns,"@Telkomsel dimasa pandemi, harga paket dinaikkan terus menerus....mencari untung dalam kebuntuan....","@Telkomsel future pandemic, the package price is raised continuously .... make a profit in a deadlock ...."
426,2021-02-12 23:44:00 SE Asia Standard Time,747299473114595329,muhammad_joni26,"@Telkomsel Jaringan jelek terus dengan harga kuota mahal,, ga ada niatan mau memperbaiki?","@Telkomsel ugly Network continues with high quota prices ga ,, no intention to want to improve?"
427,2021-02-12 22:38:04 SE Asia Standard Time,445534267,andiekalmas,Harga Disney hotstar di my Telkomsel lebih murah dari hatga jualan akun sharing di twitter  https://t.co/arCWq5MV9Z,Price Disney Hotstar in my Telkomsel cheaper than selling hatga sharing account on twitter https://t.co/arCWq5MV9Z
428,2021-02-12 22:17:40 SE Asia Standard Time,728060905611657218,desiindari01,"@officialJKT48 Plis bgt siapapun Aku lagi blm punya dana buat buy tiket last show oshi ;( Kalian semua baik, aku bakal ganti harga tiketnya dgn Pulsa Telkomsel, langsung aku tf dari nomor aku Plis bgt😭🙏","@ OfficialJKT48 Plis pp bgt anyone I again have the funds for a buy tickets oshi last show; (You're all good, I'm going to replace the ticket with Toll Telkomsel, immediately I tf of numbers I Plis bgt😭🙏"
429,2021-02-12 21:57:14 SE Asia Standard Time,293943436,nyangrossvalin,"@sosmedkeras Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/h6oVdiZma0","@sosmedkeras Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/h6oVdiZma0"
430,2021-02-12 20:57:27 SE Asia Standard Time,566112520,dekanya02,"@sukaquotes @Telkomsel Gak penting min, mau dimana aja akhir2 ini telkomsel lemot bgt tumbenan, padahal harga kuota mahal bgt, tapi jaringan lemot  https://t.co/CC52IE4GBf","@sukaquotes @Telkomsel important Gak min, going where aja bgt akhir2 telkomsel tumbenan slow, but the price is expensive bgt quota, but the network is slow https://t.co/CC52IE4GBf"
431,2021-02-12 20:21:25 SE Asia Standard Time,135815019,detikinet,"#Terpopuler Di pertengahan Februari ini, Telkomsel membawa paket Surprise Deal dengan tawaran kuota melimpah, namun harga ramah. Kuota 50 GB dibanderol Rp 100.000.  https://t.co/bINCTJnzge","#Terpopuler In mid-February, SingTel brought Deal Surprise package with abundant quota bid, but the price is friendly. A quota of 50 GB priced at Rp 100,000. https://t.co/bINCTJnzge"
432,2021-02-12 18:34:11 SE Asia Standard Time,1209268312955215874,siapa_aditt,Min mana yg katanya harga 100rb? @Telkomsel  https://t.co/guYmqmJIVP,Min which one he said the price 100K? @Telkomsel https://t.co/guYmqmJIVP
433,2021-02-12 17:52:29 SE Asia Standard Time,1258765600429502464,seenayan,cari diskon pulsa atau promo kuota murah? yuk bayar 80 - 88% dari nominal atau harga aplikasi!  khusus provider telkomsel sama indosat ya!  #zonauang #zonaba #zonabu t. shopee tokopedia ovo gopay dana blibli lazada,find discounts or promos quotas's pulse? yuk pay 80-88% of the nominal price of the app! Telkomsel same specialty provider Indosat yes! #zonauang #zonaba #zonabu t. shopee Tokopedia ovo gopay Blibli funds lazada
434,2021-02-12 16:19:11 SE Asia Standard Time,293943436,nyangrossvalin,"@xxxpostxxx Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/af4jAsEfx8","@xxxpostxxx Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/af4jAsEfx8"
435,2021-02-12 16:17:26 SE Asia Standard Time,293943436,nyangrossvalin,"@bintangemon Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/5mZpvwLU4V","@bintangemon Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/5mZpvwLU4V"
436,2021-02-12 16:16:16 SE Asia Standard Time,293943436,nyangrossvalin,"@txtdrberseragam Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/6YCXIP3QNG","@txtdrberseragam Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/6YCXIP3QNG"
437,2021-02-12 16:15:19 SE Asia Standard Time,293943436,nyangrossvalin,"@kegblgnunfaedh Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/EYUmYv3SVV","@kegblgnunfaedh Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/EYUmYv3SVV"
438,2021-02-12 16:14:55 SE Asia Standard Time,1266878682972315648,wberryka,"@andriandinoraa @Awreceh_indo Hallo! Selamat Sore, Mohon izin ya 🙏  ‼️ JUAL KUOTA PULSA DAN CV E-WALLET ‼️ Harga Under Aplikasi            ⌕. Kuota Murah           ⌕. Pulsa Transfer Telkomsel           ⌕. Cv e-wallet  💸 ๑ BCA/DANA/GOPAY/OVO/SHOPEEPAY/QRIS  🔻50GB Full Only 78k🔻  https://t.co/XjcuKlxekp","@andriandinoraa @Awreceh_indo Hallo! Good Afternoon, Kindly permit 🙏 yes! ️ PULSE AND QUOTAS FOR SALE CV E-WALLET! ️ Price Under ⌕ applications. Cheap quota ⌕. Transfer pulses ⌕ Telkomsel. Cv e-wallet 💸 1 BCA / DANA / GOPAY / OVO / SHOPEEPAY / QRIS Full 🔻50GB Only 78k🔻 https://t.co/XjcuKlxekp"
439,2021-02-12 16:02:33 SE Asia Standard Time,310834129,wijoc_,"Telkomsel emg terbaik, area tercover luas, harga mahal, kecepatan internet lemot, ujan sinyal ilang. Mantap","Telkomsel best EMG, spacious covered area, the price is expensive, slow internet speed, ujan ilang signal. Great"
440,2021-02-12 15:36:14 SE Asia Standard Time,1267147855728242689,ctofficialstore,PAKET KUOTA TELKOMSEL HARGA TERJANGKAU. DM UNTUK PRICELIST!,QUOTAS PACKAGE TELKOMSEL AFFORDABLE PRICE. DM FOR pricelist!
441,2021-02-12 15:05:52 SE Asia Standard Time,1266878682972315648,wberryka,‼ ️Open Order Via WA(link di bio) ‼️ Harga Under Aplikasi            ⌕. Kuota All operator Murah           ⌕. Pulsa Transfer Telkomsel           ⌕. Cv e-wallet  #zonauang #zonajajan #zonaba #zonabu  💸๑ BCA/DANA/GOPAY/OVO/SHOPEEPAY/QRIS  🔻Indosat 50GB Full Only 78k🔻  https://t.co/dAdO3oHBdn,! ️Open Order Via WA (link in bio)! ️ Price Under ⌕ applications. All carriers Cheap quota ⌕. Transfer pulses ⌕ Telkomsel. Cv e-wallet #zonauang #zonajajan #zonaba #zonabu 💸1 BCA / DANA / GOPAY / OVO / SHOPEEPAY / 50GB Full 🔻Indosat QRIS Only 78k🔻 https://t.co/dAdO3oHBdn
442,2021-02-12 14:53:42 SE Asia Standard Time,1291666789214990336,pithagores,@Dennysiregar7 @Telkomsel @Singtel @muannas_alaidid Papua hanya dikuasai telkomsel n harganya ngeri 🤒🤕 semoga ada perbaikan d telkomsel harus sama harga dengan jawa dong,@ Dennysiregar7 @Telkomsel @Singtel Papua @muannas_alaidid only controlled telkomsel n price 🤒🤕 horror improvement d telkomsel hopefully there should be the same price with Java dong
443,2021-02-12 14:53:17 SE Asia Standard Time,1266878682972315648,wberryka,"@Irvnirgsril Hallo! Selamat Siang, Mohon izin ya 🙏  ‼️ JUAL KUOTA PULSA DAN CV E-WALLET ‼️ Harga Under Aplikasi            ⌕. Kuota Murah           ⌕. Pulsa Transfer Telkomsel           ⌕. Cv e-wallet  💸 ๑ BCA/DANA/GOPAY/OVO/SHOPEEPAY/QRIS  🔻50GB Full Only 78k🔻  https://t.co/XjcuKlxekp","@Irvnirgsril Hallo! Good Morning, Kindly permit 🙏 yes! ️ PULSE AND QUOTAS FOR SALE CV E-WALLET! ️ Price Under ⌕ applications. Cheap quota ⌕. Transfer pulses ⌕ Telkomsel. Cv e-wallet 💸 1 BCA / DANA / GOPAY / OVO / SHOPEEPAY / QRIS Full 🔻50GB Only 78k🔻 https://t.co/XjcuKlxekp"
444,2021-02-12 14:38:12 SE Asia Standard Time,293943436,nyangrossvalin,"@emilmarioo Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/Aw8QP6LpsI","@emilmarioo Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/Aw8QP6LpsI"
445,2021-02-12 14:28:15 SE Asia Standard Time,293943436,nyangrossvalin,"@jek___ Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/BqODPtxemo","@jek___ Excuse me .. yes kak🙇♀️ Readystock ad Nitip Number Beautiful start to 100K's price. Telkomsel, XL, Indosat, Smart jg there. Other stock check lbh pretty appropriate budget which could fastrespon rossvalinshop dm ig. Loc Malang (can req shopee) https://t.co/BqODPtxemo"
